drug,month,price_gbp
Bisoprolol 10mg tablets,2022-04,0.83
Bisoprolol 10mg tablets,2022-07,0.84
Bisoprolol 10mg tablets,2022-10,0.77
Bisoprolol 10mg tablets,2022-12,0.79
Bisoprolol 10mg tablets,2023-01,0.8
Bisoprolol 10mg tablets,2023-04,0.8
Bisoprolol 10mg tablets,2023-07,0.78
Bisoprolol 10mg tablets,2023-10,0.73
Bisoprolol 10mg tablets,2024-01,0.74
Bisoprolol 10mg tablets,2024-04,0.71
Bisoprolol 10mg tablets,2024-07,0.89
Bisoprolol 10mg tablets,2024-08,0.76
Bisoprolol 10mg tablets,2024-09,0.76
Bisoprolol 10mg tablets,2024-10,0.67
Bisoprolol 10mg tablets,2025-01,0.68
Bisoprolol 10mg tablets,2025-04,0.68
Bisoprolol 10mg tablets,2025-07,0.65
Bisoprolol 10mg tablets,2025-09,0.65
Bisoprolol 10mg tablets,2025-10,0.64
Bisoprolol 10mg tablets,2026-01,0.63
Bisoprolol 2.5mg tablets,2021-01,0.96
Bisoprolol 2.5mg tablets,2021-04,1.0
Bisoprolol 2.5mg tablets,2021-07,0.91
Bisoprolol 2.5mg tablets,2021-10,0.86
Bisoprolol 2.5mg tablets,2022-01,0.81
Bisoprolol 2.5mg tablets,2022-04,0.77
Bisoprolol 2.5mg tablets,2022-07,0.72
Bisoprolol 2.5mg tablets,2022-10,0.69
Bisoprolol 2.5mg tablets,2022-12,0.71
Bisoprolol 2.5mg tablets,2023-01,0.74
Bisoprolol 2.5mg tablets,2023-04,0.75
Bisoprolol 2.5mg tablets,2023-07,1.06
Bisoprolol 2.5mg tablets,2023-10,1.13
Bisoprolol 2.5mg tablets,2024-01,1.08
Bisoprolol 2.5mg tablets,2024-04,0.88
Bisoprolol 2.5mg tablets,2024-07,1.02
Bisoprolol 2.5mg tablets,2024-08,0.9
Bisoprolol 2.5mg tablets,2024-09,0.9
Bisoprolol 2.5mg tablets,2024-10,0.8
Bisoprolol 2.5mg tablets,2025-01,0.72
Bisoprolol 2.5mg tablets,2025-04,0.68
Bisoprolol 2.5mg tablets,2025-07,0.65
Bisoprolol 2.5mg tablets,2025-09,0.65
Bisoprolol 2.5mg tablets,2025-10,0.62
Bisoprolol 2.5mg tablets,2026-01,0.6
Bisoprolol 3.75mg tablets,2021-01,1.26
Bisoprolol 3.75mg tablets,2021-04,1.23
Bisoprolol 3.75mg tablets,2021-07,1.13
Bisoprolol 3.75mg tablets,2021-10,1.07
Bisoprolol 3.75mg tablets,2022-01,0.94
Bisoprolol 3.75mg tablets,2022-04,0.92
Bisoprolol 3.75mg tablets,2022-07,0.86
Bisoprolol 3.75mg tablets,2022-10,0.84
Bisoprolol 3.75mg tablets,2022-12,0.86
Bisoprolol 3.75mg tablets,2023-01,0.87
Bisoprolol 3.75mg tablets,2023-04,0.87
Bisoprolol 3.75mg tablets,2023-07,0.84
Bisoprolol 3.75mg tablets,2023-10,0.83
Bisoprolol 3.75mg tablets,2024-01,0.83
Bisoprolol 3.75mg tablets,2024-04,0.78
Bisoprolol 3.75mg tablets,2024-07,0.95
Bisoprolol 3.75mg tablets,2024-08,0.82
Bisoprolol 3.75mg tablets,2024-09,0.82
Bisoprolol 3.75mg tablets,2024-10,0.74
Bisoprolol 3.75mg tablets,2025-01,0.73
Bisoprolol 3.75mg tablets,2025-04,0.74
Bisoprolol 3.75mg tablets,2025-07,0.74
Bisoprolol 3.75mg tablets,2025-09,0.74
Bisoprolol 3.75mg tablets,2025-10,0.69
Bisoprolol 3.75mg tablets,2026-01,0.7
Bisoprolol 5mg tablets,2021-01,0.95
Bisoprolol 5mg tablets,2021-04,0.98
Bisoprolol 5mg tablets,2021-07,0.89
Bisoprolol 5mg tablets,2021-10,0.85
Bisoprolol 5mg tablets,2022-01,0.77
Bisoprolol 5mg tablets,2022-04,0.76
Bisoprolol 5mg tablets,2022-07,0.72
Bisoprolol 5mg tablets,2022-10,0.68
Bisoprolol 5mg tablets,2022-12,0.7
Bisoprolol 5mg tablets,2023-01,0.73
Bisoprolol 5mg tablets,2023-04,0.73
Bisoprolol 5mg tablets,2023-07,0.72
Bisoprolol 5mg tablets,2023-10,0.75
Bisoprolol 5mg tablets,2024-01,0.76
Bisoprolol 5mg tablets,2024-04,0.69
Bisoprolol 5mg tablets,2024-07,0.86
Bisoprolol 5mg tablets,2024-08,0.73
Bisoprolol 5mg tablets,2024-09,0.73
Bisoprolol 5mg tablets,2024-10,0.65
Bisoprolol 5mg tablets,2025-01,0.65
Bisoprolol 5mg tablets,2025-04,0.66
Bisoprolol 5mg tablets,2025-07,0.64
Bisoprolol 5mg tablets,2025-09,0.64
Bisoprolol 5mg tablets,2025-10,0.63
Bisoprolol 5mg tablets,2026-01,0.61
Bisoprolol 7.5mg tablets,2021-01,1.3
Bisoprolol 7.5mg tablets,2021-04,1.29
Bisoprolol 7.5mg tablets,2021-07,1.18
Bisoprolol 7.5mg tablets,2021-10,1.1
Bisoprolol 7.5mg tablets,2022-01,0.99
Bisoprolol 7.5mg tablets,2022-04,0.96
Bisoprolol 7.5mg tablets,2022-07,0.97
Bisoprolol 7.5mg tablets,2022-10,0.9
Bisoprolol 7.5mg tablets,2022-12,0.92
Bisoprolol 7.5mg tablets,2023-01,0.94
Bisoprolol 7.5mg tablets,2023-04,0.94
Bisoprolol 7.5mg tablets,2023-07,0.9
Bisoprolol 7.5mg tablets,2023-10,0.83
Bisoprolol 7.5mg tablets,2024-01,0.86
Bisoprolol 7.5mg tablets,2024-04,0.82
Bisoprolol 7.5mg tablets,2024-07,0.99
Bisoprolol 7.5mg tablets,2024-08,0.86
Bisoprolol 7.5mg tablets,2024-09,0.86
Bisoprolol 7.5mg tablets,2024-10,0.78
Bisoprolol 7.5mg tablets,2025-01,0.77
Bisoprolol 7.5mg tablets,2025-04,0.78
Bisoprolol 7.5mg tablets,2025-07,0.78
Bisoprolol 7.5mg tablets,2025-09,0.78
Bisoprolol 7.5mg tablets,2025-10,0.74
Bisoprolol 7.5mg tablets,2026-01,0.71
Brimonidine 0.2% eye drops,2021-01,2.61
Brimonidine 0.2% eye drops,2021-04,3.92
Brimonidine 0.2% eye drops,2021-07,2.43
Brimonidine 0.2% eye drops,2021-10,2.26
Brimonidine 0.2% eye drops,2022-01,2.01
Brimonidine 0.2% eye drops,2022-04,2.0
Brimonidine 0.2% eye drops,2022-07,2.05
Brimonidine 0.2% eye drops,2022-10,1.76
Brimonidine 0.2% eye drops,2022-12,1.83
Brimonidine 0.2% eye drops,2023-01,2.05
Brimonidine 0.2% eye drops,2023-04,1.72
Brimonidine 0.2% eye drops,2023-07,2.23
Brimonidine 0.2% eye drops,2023-10,2.74
Brimonidine 0.2% eye drops,2024-01,2.33
Brimonidine 0.2% eye drops,2024-04,1.99
Brimonidine 0.2% eye drops,2024-07,1.79
Brimonidine 0.2% eye drops,2024-08,1.69
Brimonidine 0.2% eye drops,2024-09,1.69
Brimonidine 0.2% eye drops,2024-10,2.54
Brimonidine 0.2% eye drops,2025-01,1.95
Brimonidine 0.2% eye drops,2025-04,1.97
Brimonidine 0.2% eye drops,2025-07,1.86
Brimonidine 0.2% eye drops,2025-09,1.86
Brimonidine 0.2% eye drops,2025-10,1.72
Brimonidine 0.2% eye drops,2026-01,1.53
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2021-04,9.21
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2021-07,6.82
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2021-10,5.2
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2022-01,3.99
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2022-04,3.52
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2022-07,3.59
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2022-10,3.88
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2022-12,4.04
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2023-01,3.17
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2023-04,3.36
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2023-07,3.17
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2023-10,4.71
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2024-01,9.26
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2024-04,9.28
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2024-07,8.95
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2024-08,9.12
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2024-09,9.12
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2024-10,8.47
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2025-01,7.25
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2025-04,7.46
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2025-07,6.4
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2025-09,6.4
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2025-10,5.32
Brinzolamide 10mg/ml / Timolol 5mg/ml eye drops,2026-01,4.31
Brinzolamide 10mg/ml eye drops,2021-01,3.99
Brinzolamide 10mg/ml eye drops,2021-04,3.97
Brinzolamide 10mg/ml eye drops,2021-07,3.43
Brinzolamide 10mg/ml eye drops,2021-10,3.11
Brinzolamide 10mg/ml eye drops,2022-01,2.85
Brinzolamide 10mg/ml eye drops,2022-04,2.34
Brinzolamide 10mg/ml eye drops,2022-07,2.37
Brinzolamide 10mg/ml eye drops,2022-10,2.29
Brinzolamide 10mg/ml eye drops,2022-12,2.38
Brinzolamide 10mg/ml eye drops,2023-01,2.28
Brinzolamide 10mg/ml eye drops,2023-04,2.19
Brinzolamide 10mg/ml eye drops,2023-07,3.01
Brinzolamide 10mg/ml eye drops,2023-10,4.36
Brinzolamide 10mg/ml eye drops,2024-01,4.69
Brinzolamide 10mg/ml eye drops,2024-04,4.58
Brinzolamide 10mg/ml eye drops,2024-07,4.68
Brinzolamide 10mg/ml eye drops,2024-08,4.69
Brinzolamide 10mg/ml eye drops,2024-09,4.69
Brinzolamide 10mg/ml eye drops,2024-10,4.58
Brinzolamide 10mg/ml eye drops,2025-01,3.99
Brinzolamide 10mg/ml eye drops,2025-04,4.29
Brinzolamide 10mg/ml eye drops,2025-07,3.62
Brinzolamide 10mg/ml eye drops,2025-09,3.62
Brinzolamide 10mg/ml eye drops,2025-10,2.89
Brinzolamide 10mg/ml eye drops,2026-01,2.33
Bumetanide 1mg tablets,2021-01,1.85
Bumetanide 1mg tablets,2021-04,1.63
Bumetanide 1mg tablets,2021-07,1.3
Bumetanide 1mg tablets,2021-10,1.19
Bumetanide 1mg tablets,2022-01,1.02
Bumetanide 1mg tablets,2022-04,1.01
Bumetanide 1mg tablets,2022-07,0.97
Bumetanide 1mg tablets,2022-10,1.17
Bumetanide 1mg tablets,2022-12,1.21
Bumetanide 1mg tablets,2023-01,1.51
Bumetanide 1mg tablets,2023-04,1.53
Bumetanide 1mg tablets,2023-07,1.55
Bumetanide 1mg tablets,2023-10,1.53
Bumetanide 1mg tablets,2024-01,1.7
Bumetanide 1mg tablets,2024-04,2.05
Buprenorphine 2mg sublingual tablets sugar free,2021-01,4.23
Buprenorphine 2mg sublingual tablets sugar free,2021-04,3.54
Buprenorphine 2mg sublingual tablets sugar free,2021-07,3.29
Buprenorphine 2mg sublingual tablets sugar free,2021-10,2.79
Buprenorphine 2mg sublingual tablets sugar free,2022-01,2.25
Buprenorphine 2mg sublingual tablets sugar free,2022-04,2.08
Buprenorphine 2mg sublingual tablets sugar free,2022-07,1.92
Buprenorphine 2mg sublingual tablets sugar free,2022-10,1.81
Buprenorphine 2mg sublingual tablets sugar free,2022-12,1.88
Buprenorphine 2mg sublingual tablets sugar free,2023-01,2.01
Buprenorphine 2mg sublingual tablets sugar free,2023-04,1.63
Buprenorphine 2mg sublingual tablets sugar free,2023-07,1.44
Buprenorphine 2mg sublingual tablets sugar free,2023-10,1.42
Buprenorphine 2mg sublingual tablets sugar free,2024-01,1.44
Buprenorphine 2mg sublingual tablets sugar free,2024-04,1.51
Buprenorphine 2mg sublingual tablets sugar free,2024-07,1.54
Buprenorphine 2mg sublingual tablets sugar free,2024-08,1.43
Buprenorphine 2mg sublingual tablets sugar free,2024-09,1.43
Buprenorphine 2mg sublingual tablets sugar free,2024-10,1.2
Buprenorphine 2mg sublingual tablets sugar free,2025-01,1.18
Buprenorphine 2mg sublingual tablets sugar free,2025-04,1.35
Buprenorphine 2mg sublingual tablets sugar free,2025-07,1.24
Buprenorphine 2mg sublingual tablets sugar free,2025-09,1.24
Buprenorphine 2mg sublingual tablets sugar free,2025-10,1.6
Buprenorphine 2mg sublingual tablets sugar free,2026-01,1.44
Buprenorphine 8mg sublingual tablets sugar free,2021-01,12.11
Buprenorphine 8mg sublingual tablets sugar free,2021-04,9.61
Buprenorphine 8mg sublingual tablets sugar free,2021-07,7.74
Buprenorphine 8mg sublingual tablets sugar free,2021-10,5.98
Buprenorphine 8mg sublingual tablets sugar free,2022-01,6.9
Buprenorphine 8mg sublingual tablets sugar free,2022-04,6.75
Buprenorphine 8mg sublingual tablets sugar free,2022-07,4.82
Buprenorphine 8mg sublingual tablets sugar free,2022-10,4.59
Buprenorphine 8mg sublingual tablets sugar free,2022-12,4.78
Buprenorphine 8mg sublingual tablets sugar free,2023-01,4.43
Buprenorphine 8mg sublingual tablets sugar free,2023-04,3.77
Buprenorphine 8mg sublingual tablets sugar free,2023-07,3.89
Buprenorphine 8mg sublingual tablets sugar free,2023-10,4.09
Buprenorphine 8mg sublingual tablets sugar free,2024-01,4.32
Buprenorphine 8mg sublingual tablets sugar free,2024-04,3.7
Buprenorphine 8mg sublingual tablets sugar free,2024-07,3.69
Buprenorphine 8mg sublingual tablets sugar free,2024-08,3.67
Buprenorphine 8mg sublingual tablets sugar free,2024-09,3.67
Buprenorphine 8mg sublingual tablets sugar free,2024-10,3.06
Buprenorphine 8mg sublingual tablets sugar free,2025-01,2.9
Buprenorphine 8mg sublingual tablets sugar free,2025-04,3.13
Buprenorphine 8mg sublingual tablets sugar free,2025-07,3.11
Buprenorphine 8mg sublingual tablets sugar free,2025-09,3.11
Buprenorphine 8mg sublingual tablets sugar free,2025-10,3.31
Buprenorphine 8mg sublingual tablets sugar free,2026-01,2.88
Buspirone 10mg tablets,2021-01,5.9
Buspirone 10mg tablets,2021-04,4.6
Buspirone 10mg tablets,2021-07,32.49
Buspirone 10mg tablets,2021-10,30.07
Buspirone 5mg tablets,2021-01,8.93
Buspirone 5mg tablets,2021-04,7.09
Buspirone 5mg tablets,2021-07,5.56
Buspirone 5mg tablets,2021-10,5.16
Buspirone 5mg tablets,2026-01,1.44
Cabergoline 500microgram tablets,2023-10,17.69
Cabergoline 500microgram tablets,2024-01,16.53
Cabergoline 500microgram tablets,2024-04,16.0
Cabergoline 500microgram tablets,2024-07,15.24
Cabergoline 500microgram tablets,2024-08,15.64
Cabergoline 500microgram tablets,2024-09,15.64
Cabergoline 500microgram tablets,2024-10,16.17
Cabergoline 500microgram tablets,2025-01,15.58
Cabergoline 500microgram tablets,2025-04,15.16
Cabergoline 500microgram tablets,2025-07,14.57
Cabergoline 500microgram tablets,2025-09,14.57
Cabergoline 500microgram tablets,2025-10,12.93
Cabergoline 500microgram tablets,2026-01,11.69
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,2022-07,32.62
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,2022-10,33.1
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,2022-12,34.59
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,2023-01,31.16
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,2023-04,27.44
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,2023-07,25.36
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,2023-10,25.87
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,2024-01,24.25
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,2024-04,18.53
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,2024-07,18.05
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,2024-08,18.56
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,2024-09,18.56
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,2024-10,21.21
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% gel,2025-01,18.76
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment,2022-01,7.79
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment,2022-04,7.01
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment,2022-07,7.33
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment,2022-10,6.15
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment,2022-12,6.41
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment,2023-01,5.52
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment,2023-04,6.13
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment,2023-07,5.6
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment,2023-10,8.65
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment,2024-01,9.4
Calcipotriol 0.005% / Betamethasone dipropionate 0.05% ointment,2024-04,9.3
Calcium and Ergocalciferol tablets,2021-01,33.24
Calcium and Ergocalciferol tablets,2021-04,36.53
Calcium and Ergocalciferol tablets,2021-07,36.24
Calcium and Ergocalciferol tablets,2021-10,34.94
Calcium and Ergocalciferol tablets,2022-01,32.16
Calcium and Ergocalciferol tablets,2022-04,34.29
Calcium and Ergocalciferol tablets,2022-07,39.53
Calcium and Ergocalciferol tablets,2022-10,42.06
Calcium and Ergocalciferol tablets,2022-12,43.96
Calcium and Ergocalciferol tablets,2023-01,42.72
Calcium and Ergocalciferol tablets,2023-04,43.15
Calcium and Ergocalciferol tablets,2023-07,41.75
Calcium and Ergocalciferol tablets,2023-10,42.12
Calcium and Ergocalciferol tablets,2024-01,40.68
Candesartan 16mg tablets,2021-01,1.57
Candesartan 16mg tablets,2021-04,1.65
Candesartan 16mg tablets,2021-07,1.6
Candesartan 16mg tablets,2021-10,1.46
Candesartan 16mg tablets,2022-01,1.26
Candesartan 16mg tablets,2022-04,1.21
Candesartan 16mg tablets,2022-07,1.21
Candesartan 16mg tablets,2022-10,1.23
Candesartan 16mg tablets,2022-12,1.27
Candesartan 16mg tablets,2023-01,1.37
Candesartan 16mg tablets,2023-04,1.47
Candesartan 16mg tablets,2023-07,1.41
Candesartan 16mg tablets,2023-10,1.26
Candesartan 16mg tablets,2024-01,1.23
Candesartan 16mg tablets,2024-04,1.16
Candesartan 16mg tablets,2024-07,1.28
Candesartan 16mg tablets,2024-08,1.16
Candesartan 16mg tablets,2024-09,1.16
Candesartan 16mg tablets,2024-10,1.08
Candesartan 16mg tablets,2025-01,1.02
Candesartan 16mg tablets,2025-04,1.02
Candesartan 16mg tablets,2025-07,1.03
Candesartan 16mg tablets,2025-09,1.03
Candesartan 16mg tablets,2025-10,0.92
Candesartan 16mg tablets,2026-01,0.8
Candesartan 2mg tablets,2021-01,1.13
Candesartan 2mg tablets,2021-04,1.13
Candesartan 2mg tablets,2021-07,1.07
Candesartan 2mg tablets,2021-10,1.2
Candesartan 2mg tablets,2022-01,1.01
Candesartan 2mg tablets,2022-04,0.94
Candesartan 2mg tablets,2022-07,0.89
Candesartan 2mg tablets,2022-10,0.88
Candesartan 2mg tablets,2022-12,0.91
Candesartan 2mg tablets,2023-01,0.93
Candesartan 2mg tablets,2023-04,0.92
Candesartan 2mg tablets,2023-07,0.89
Candesartan 2mg tablets,2023-10,0.81
Candesartan 2mg tablets,2024-01,0.79
Candesartan 2mg tablets,2024-04,0.76
Candesartan 2mg tablets,2024-07,0.91
Candesartan 2mg tablets,2024-08,0.78
Candesartan 2mg tablets,2024-09,0.78
Candesartan 2mg tablets,2024-10,0.71
Candesartan 2mg tablets,2025-01,0.64
Candesartan 2mg tablets,2025-04,0.63
Candesartan 2mg tablets,2025-07,0.61
Candesartan 2mg tablets,2025-09,0.61
Candesartan 2mg tablets,2025-10,0.58
Candesartan 2mg tablets,2026-01,0.57
Candesartan 32mg tablets,2021-01,1.97
Candesartan 32mg tablets,2021-04,1.93
Candesartan 32mg tablets,2021-07,1.7
Candesartan 32mg tablets,2021-10,1.62
Candesartan 32mg tablets,2022-01,1.41
Candesartan 32mg tablets,2022-04,1.41
Candesartan 32mg tablets,2022-07,1.42
Candesartan 32mg tablets,2022-10,1.47
Candesartan 32mg tablets,2022-12,1.52
Candesartan 32mg tablets,2023-01,1.51
Candesartan 32mg tablets,2023-04,1.5
Candesartan 32mg tablets,2023-07,1.46
Candesartan 32mg tablets,2023-10,1.42
Candesartan 32mg tablets,2024-01,1.34
Candesartan 32mg tablets,2024-04,1.35
Candesartan 32mg tablets,2024-07,1.48
Candesartan 32mg tablets,2024-08,1.37
Candesartan 32mg tablets,2024-09,1.37
Candesartan 32mg tablets,2024-10,1.32
Candesartan 32mg tablets,2025-01,1.24
Candesartan 32mg tablets,2025-04,1.34
Candesartan 32mg tablets,2025-07,1.37
Candesartan 32mg tablets,2025-09,1.37
Candesartan 32mg tablets,2025-10,1.26
Candesartan 32mg tablets,2026-01,1.14
Candesartan 4mg tablets,2021-01,0.86
Candesartan 4mg tablets,2021-04,0.88
Candesartan 4mg tablets,2021-07,0.8
Candesartan 4mg tablets,2021-10,0.77
Candesartan 4mg tablets,2022-01,0.66
Candesartan 4mg tablets,2022-04,0.68
Candesartan 4mg tablets,2022-07,0.61
Candesartan 4mg tablets,2022-10,0.61
Candesartan 4mg tablets,2022-12,0.62
Candesartan 4mg tablets,2023-01,0.68
Candesartan 4mg tablets,2023-04,0.7
Candesartan 4mg tablets,2023-07,0.69
Candesartan 4mg tablets,2023-10,0.61
Candesartan 4mg tablets,2024-01,0.6
Candesartan 4mg tablets,2024-04,0.57
Candesartan 4mg tablets,2024-07,0.74
Candesartan 4mg tablets,2024-08,0.61
Candesartan 4mg tablets,2024-09,0.61
Candesartan 4mg tablets,2024-10,0.53
Candesartan 4mg tablets,2025-01,0.53
Candesartan 4mg tablets,2025-04,0.53
Candesartan 4mg tablets,2025-07,0.52
Candesartan 4mg tablets,2025-09,0.52
Candesartan 4mg tablets,2025-10,0.51
Candesartan 4mg tablets,2026-01,0.51
Candesartan 8mg tablets,2021-01,1.53
Candesartan 8mg tablets,2021-04,1.54
Candesartan 8mg tablets,2021-07,1.35
Candesartan 8mg tablets,2021-10,1.31
Candesartan 8mg tablets,2022-01,1.11
Candesartan 8mg tablets,2022-04,1.12
Candesartan 8mg tablets,2022-07,1.01
Candesartan 8mg tablets,2022-10,1.02
Candesartan 8mg tablets,2022-12,1.05
Candesartan 8mg tablets,2023-01,1.13
Candesartan 8mg tablets,2023-04,1.23
Candesartan 8mg tablets,2023-07,1.22
Candesartan 8mg tablets,2023-10,1.12
Candesartan 8mg tablets,2024-01,1.05
Candesartan 8mg tablets,2024-04,1.02
Candesartan 8mg tablets,2024-07,1.19
Candesartan 8mg tablets,2024-08,1.07
Candesartan 8mg tablets,2024-09,1.07
Candesartan 8mg tablets,2024-10,1.05
Candesartan 8mg tablets,2025-01,1.0
Candesartan 8mg tablets,2025-04,0.98
Candesartan 8mg tablets,2025-07,0.96
Candesartan 8mg tablets,2025-09,0.96
Candesartan 8mg tablets,2025-10,0.85
Candesartan 8mg tablets,2026-01,0.73
Carbimazole 20mg tablets,2021-01,13.91
Carbimazole 20mg tablets,2021-04,11.43
Carbimazole 20mg tablets,2021-07,7.78
Carbimazole 20mg tablets,2021-10,6.0
Carbimazole 20mg tablets,2022-01,4.31
Carbimazole 20mg tablets,2022-04,4.53
Carbimazole 20mg tablets,2022-07,3.67
Carbimazole 20mg tablets,2022-10,3.68
Carbimazole 20mg tablets,2022-12,3.84
Carbimazole 20mg tablets,2023-01,3.75
Carbimazole 20mg tablets,2023-04,3.74
Carbimazole 20mg tablets,2023-07,3.41
Carbimazole 20mg tablets,2023-10,3.14
Carbimazole 20mg tablets,2024-01,2.66
Carbimazole 20mg tablets,2024-04,2.78
Carbimazole 20mg tablets,2024-07,2.69
Carbimazole 20mg tablets,2024-08,2.62
Carbimazole 20mg tablets,2024-09,2.62
Carbimazole 20mg tablets,2024-10,2.24
Carbimazole 20mg tablets,2025-01,1.99
Carbimazole 20mg tablets,2025-04,2.22
Carbimazole 20mg tablets,2025-07,2.54
Carbimazole 20mg tablets,2025-09,2.54
Carbimazole 20mg tablets,2025-10,2.11
Carbimazole 20mg tablets,2026-01,1.97
Carbimazole 5mg tablets,2021-01,4.25
Carbimazole 5mg tablets,2021-04,4.59
Carbimazole 5mg tablets,2021-07,3.69
Carbimazole 5mg tablets,2021-10,3.32
Carbimazole 5mg tablets,2022-01,2.76
Carbimazole 5mg tablets,2022-04,2.68
Carbimazole 5mg tablets,2022-07,2.45
Carbimazole 5mg tablets,2022-10,2.72
Carbimazole 5mg tablets,2022-12,2.83
Carbimazole 5mg tablets,2023-01,2.61
Carbimazole 5mg tablets,2023-04,2.59
Carbimazole 5mg tablets,2023-07,2.18
Carbimazole 5mg tablets,2023-10,1.99
Carbimazole 5mg tablets,2024-01,1.81
Carbimazole 5mg tablets,2024-04,1.82
Carbimazole 5mg tablets,2024-07,1.79
Carbimazole 5mg tablets,2024-08,1.69
Carbimazole 5mg tablets,2024-09,1.69
Carbimazole 5mg tablets,2024-10,1.58
Carbimazole 5mg tablets,2025-01,1.95
Carbimazole 5mg tablets,2025-04,3.81
Carbimazole 5mg tablets,2025-07,3.21
Carbimazole 5mg tablets,2025-09,3.21
Carbimazole 5mg tablets,2025-10,2.4
Carbimazole 5mg tablets,2026-01,1.63
Carbocisteine 250mg/5ml oral solution,2021-01,7.28
Carbocisteine 250mg/5ml oral solution,2021-04,7.07
Carbocisteine 250mg/5ml oral solution,2021-07,6.23
Carbocisteine 250mg/5ml oral solution,2021-10,5.29
Carbocisteine 250mg/5ml oral solution,2022-01,4.48
Carbocisteine 250mg/5ml oral solution,2022-04,4.14
Carbocisteine 250mg/5ml oral solution,2022-07,4.21
Carbocisteine 250mg/5ml oral solution,2022-10,4.41
Carbocisteine 250mg/5ml oral solution,2022-12,4.6
Carbocisteine 250mg/5ml oral solution,2023-01,5.17
Carbocisteine 250mg/5ml oral solution,2023-04,7.46
Carbocisteine 250mg/5ml oral solution,2023-07,5.55
Carbocisteine 250mg/5ml oral solution,2023-10,5.79
Carbocisteine 250mg/5ml oral solution,2024-01,6.91
Carbocisteine 250mg/5ml oral solution,2024-04,7.63
Carbocisteine 250mg/5ml oral solution,2024-07,6.53
Carbocisteine 250mg/5ml oral solution,2024-08,6.62
Carbocisteine 250mg/5ml oral solution,2024-09,6.62
Carbocisteine 250mg/5ml oral solution,2024-10,6.8
Carbocisteine 250mg/5ml oral solution,2025-01,5.65
Carbocisteine 250mg/5ml oral solution,2025-04,5.48
Carbocisteine 250mg/5ml oral solution,2025-07,4.83
Carbocisteine 250mg/5ml oral solution,2025-09,4.83
Carbocisteine 250mg/5ml oral solution,2025-10,4.15
Carbocisteine 375mg capsules,2021-01,5.11
Carbocisteine 375mg capsules,2021-04,4.82
Carbocisteine 375mg capsules,2021-07,4.15
Carbocisteine 375mg capsules,2021-10,3.63
Carbocisteine 375mg capsules,2022-01,3.07
Carbocisteine 375mg capsules,2022-04,2.86
Carbocisteine 375mg capsules,2022-07,2.89
Carbocisteine 375mg capsules,2022-10,2.97
Carbocisteine 375mg capsules,2022-12,3.09
